Entry	Gene names	Length
Q9UDX3	SEC14L4 TAP3	406
P67812	SEC11A SEC11L1 SPC18 SPCS4A	179
Q6IEG0	SNRNP48 C6orf151	339
Q13796	SHROOM2 APXL	1616
P58004	SESN2 Hi95 SEST2	480
Q9UH03	SEPTIN3 SEP3 SEPT3	358
Q92540	SMG7 C1orf16 EST1C KIAA0250	1137
P81877	SSBP2 SSDP2	361
Q8NCJ5	SPRYD3	442
Q9H040	SPRTN C1orf124 DVC1 UNQ1880/PRO4323	489
Q9NZQ3	NCKIPSD AF3P21 SPIN90	722
Q96SB4	SRPK1	655
O94768	STK17B DRAK2	372
Q06520	SULT2A1 HST STD	285
Q9H169	STMN4	189
O00268	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	1085
Q9UGM6	WARS2	360
Q86V25	VASH2 VASHL	355
P27449	ATP6V0C ATP6C ATP6L ATPL	155
Q9BVJ6	UTP14A SDCCAG16	771
P50552	VASP	380
Q13336	SLC14A1 HUT11 JK RACH1 UT1 UTE	389
Q9HCJ6	VAT1L KIAA1576	419
Q99536	VAT1	393
Q99437	ATP6V0B ATP6F	205
Q9BQ65	USB1 C16orf57 Mpn1	265
P15498	VAV1 VAV	845
P22415	USF1 BHLHB11 USF	310
Q13148	TARDBP TDP43	414
P10599	TXN TRDX TRX TRX1	105
P54274	TERF1 PIN2 TRBF1 TRF TRF1	439
P01135	TGFA	160
Q8WUA7	TBC1D22A C22orf4	517
Q13509	TUBB3 TUBB4	450
P68363	TUBA1B	451
O95881	TXNDC12 TLP19 UNQ713/PRO1376	172
Q9NPG3	UBN1	1134
P08670	VIM	466
Q14191	WRN RECQ3 RECQL2	1432
Q7Z5K2	WAPL FOE KIAA0261 WAPAL	1190
Q7Z6K3	PTAR1	402
P06401	PGR NR3C3	933
O75832	PSMD10	226
P07988	SFTPB SFTP3	381
Q6ZUM4	ARHGAP27 CAMGAP1 SH3D20 PP905	889
Q9Y3A5	SBDS CGI-97	250
P43007	SLC1A4 ASCT1 SATT	532
Q9BYH1	SEZ6L KIAA0927 UNQ2542/PRO6094	1024
Q9UJQ4	SALL4 ZNF797	1053
Q2Y0W8	SLC4A8 KIAA0739 NBC NBC3 NDCBE1	1093
P02743	APCS PTX2	223
Q14108	SCARB2 CD36L2 LIMP2 LIMPII	478
P22307	SCP2	547
P18827	SDC1 SDC	310
Q6IQ49	SDE2 C1orf55	451
P62308	SNRPG PBSCG	76
Q56A73	SPIN4	249
Q6ZRS2	SRCAP KIAA0309	3230
P59095	STARD6	220
Q8N3U4	STAG2 SA2	1231
Q13033	STRN3 GS2NA SG2NA	797
P11831	SRF	508
Q9UBP0	SPAST ADPSP FSP2 KIAA1083 SPG4	616
P37108	SRP14	136
O43704	SULT1B1 ST1B2 SULT1B2	296
Q6IMI6	SULT1C3	304
P49888	SULT1E1 STE	294
Q9P246	STIM2 KIAA1482	746
Q15544	TAF11 TAF2I PRO2134	211
P50990	CCT8 C21orf112 CCTQ KIAA0002	548
P21980	TGM2	687
Q8IWV8	UBR2 C6orf133 KIAA0349	1755
Q9H1C4	UNC93B1 UNC93 UNC93B	597
Q93008	USP9X DFFRX FAM USP9	2554
P51809	VAMP7 SYBL1	220
Q9NXL9	MCM9 C6orf61 MCMDC1	1143
Q15528	MED22 SURF5	200
O96013	PAK4 KIAA1142	591
Q9HC56	PCDH9	1237
Q96RG2	PASK KIAA0135	1323
O95453	PARN DAN	639
P09874	PARP1 ADPRT PPOL	1014
Q96A54	ADIPOR1 PAQR1 TESBP1A CGI-45	375
Q8IXQ6	PARP9 BAL BAL1	854
P04090	RLN2	185
O94762	RECQL5 RECQ5	991
P30050	RPL12	165
P61587	RND3 ARHE RHO8 RHOE	244
P10301	RRAS	218
Q9Y365	STARD10 SDCCAG28 CGI-52	291
Q86YW5	TREML1 TLT1 UNQ1825/PRO3438	311
O00506	STK25 SOK1 YSK1	426
Q9H3M7	TXNIP VDUP1	391
A6NIH7	UNC119B	251
P25490	YY1 INO80S	414
P60604	UBE2G2 UBC7	165
P62253	UBE2G1 UBE2G	170
Q15386	UBE3C KIAA0010 KIAA10	1083
Q9Y5T5	USP16 MSTP039	823
Q96PU4	UHRF2 NIRF RNF107	802
Q9UEU0	VTI1B VTI1 VTI1L VTI1L1 VTI2	232
Q96J92	WNK4 PRKWNK4	1243
P62191	PSMC1	440
Q96BP3	PPWD1 KIAA0073	646
Q15269	PWP2 PWP2H	919
O00212	RHOD ARHD	210
P84098	RPL19	196
P18124	RPL7	248
Q9Y6N7	ROBO1 DUTT1	1651
O95363	FARS2 FARS1 HSPC320	451
P23381	WARS1 IFI53 WARS WRS	471
Q9Y6N9	USH1C AIE75	552
Q9Y3A2	UTP11 UTP11L CGI-94 HDCMB12P	253
Q5JRA6	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	1907
Q9UGI8	TES	421
Q9Y5K5	UCHL5 UCH37 AD-019 CGI-70	329
Q92890	UFD1 UFD1L	307
P52735	VAV2	878
Q9BTP6	ZBED2	218
O15342	ATP6V0E1 ATP6H ATP6V0E	81
P38606	ATP6V1A ATP6A1 ATP6V1A1 VPP2	617
P63027	VAMP2 SYB2	116
Q8NI36	WDR36	951
Q92889	ERCC4 ERCC11 XPF	916
Q9UGC7	MTRF1L MTRF1A	380
P23396	RPS3 OK/SW-cl.26	243
P34925	RYK JTK5A	607
Q96F10	SAT2 SSAT2	170
Q96I15	SCLY SCL	445
P29034	S100A2 S100L	98
Q14160	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL	1630
Q99500	S1PR3 C9orf108 C9orf47 EDG3	378
Q9NX18	SDHAF2 C11orf79 PGL2 SDH5	166
O00560	SDCBP MDA9 SYCL	298
O43865	AHCYL1 DCAL IRBIT XPVKONA	530
Q99523	SORT1	831
Q9BWJ5	SF3B5 SF3B10	86
Q9ULL8	SHROOM4 KIAA1202 SHAP	1493
Q9H6I2	SOX17	414
O95863	SNAI1 SNAH	264
O95985	TOP3B TOP3B1	862
Q9BSA9	TMEM175	504
O94813	SLIT2 SLIL3	1529
Q9H6Q3	SLA2 C20orf156 SLAP2	261
Q16613	AANAT SNAT	207
O14796	SH2D1B EAT2	132
O14492	SH2B2 APS	632
O15105	SMAD7 MADH7 MADH8	426
Q59H18	TNNI3K CARK	835
Q99963	SH3GL3 CNSA3 SH3D2C	347
Q9H299	SH3BGRL3 P1725	93
Q99835	SMO SMOH	787
O15164	TRIM24 RNF82 TIF1 TIF1A	1050
Q5MJ70	SPDYA SPDY1 SPY1	313
Q9BRL6	SRSF8 SFRS2B SRP46	282
P51688	SGSH HSS	502
Q9BPZ2	SPIN2B SPIN2	258
O43597	SPRY2	315
P63272	SUPT4H1 SPT4H SUPT4H	117
Q05066	SRY TDF	204
P09486	SPARC ON	303
Q01082	SPTBN1 SPTB2	2364
P53597	SUCLG1	346
Q9Y606	PUS1 PP8985	427
Q9ULZ2	STAP1 BRDG1	295
O95149	SNUPN RNUT1 SPN1	360
Q9Y5M8	SRPRB PSEC0230	271
P42226	STAT6	847
Q96SI9	STRBP SPNR	672
O95793	STAU1 STAU	577
O94804	STK10 LOK	968
O00204	SULT2B1 HSST2	365
Q15831	STK11 LKB1 PJS	433
Q86WV6	STING1 ERIS MITA STING TMEM173	379
P51687	SUOX	545
P02741	CRP PTX1	224
Q13325	IFIT5 ISG58 RI58	482
Q15788	NCOA1 BHLHE74 SRC1	1441
Q5U5Q3	MEX3C RKHD2 RNF194 BM-013	659
Q8N3F8	MICALL1 KIAA1668 MIRAB13	863
Q14680	MELK KIAA0175	651
Q14149	MORC3 KIAA0136 NXP2 ZCWCC3	939
Q9HBH9	MKNK2 GPRK7 MNK2	465
Q86YV6	MYLK4 SGK085	388
Q8WY64	MYLIP BZF1 IDOL BM-023 PP5242	445
P12883	MYH7 MYHCB	1935
Q05586	GRIN1 NMDAR1	938
P19404	NDUFV2	249
O96000	NDUFB10	172
Q13253	NOG	232
P25103	TACR1 NK1R TAC1R	407
Q96P20	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1	1036
Q96L73	NSD1 ARA267 KMT3B	2696
P19338	NCL	710
Q96HA8	NTAQ1 C8orf32 WDYHV1	205
P62136	PPP1CA PPP1A	330
Q9Y2X3	NOP58 NOL5 NOP5 HSPC120	529
P58400	NRXN1	472
Q9NTK5	OLA1 GTPBP9 PRO2455 PTD004	396
P07225	PROS1 PROS	676
Q9HB75	PIDD1 LRDD PIDD	910
O43395	PRPF3 HPRP3 PRP3	683
Q9Y3C6	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	166
Q7Z7D3	VTCN1 B7H4 UNQ659/PRO1291	282
Q92558	WASF1 KIAA0269 SCAR1 WAVE1	559
P23025	XPA XPAC	273
O75554	WBP4 FBP21 FNBP21	376
Q9GZV5	WWTR1 TAZ	400
P15954	COX7C	63
P46108	CRK	304
Q9P218	COL20A1 KIAA1510	1284
Q9BWP8	COLEC11 UNQ596/PRO1182	271
P98082	DAB2 DOC2	770
P56178	DLX5	289
Q9BPU6	DPYSL5 CRMP5 ULIP6	564
Q86TI2	DPP9 DPRP2	863
Q9UJW3	DNMT3L	386
Q15369	ELOC TCEB1	112
P41567	EIF1 SUI1	113
Q8N9N8	EIF1AD	165
P43897	TSFM	325
P63092	GNAS GNAS1 GSP	394
P20827	EFNA1 EPLG1 LERK1 TNFAIP4	205
O15540	FABP7 BLBP FABPB MRG	132
P07148	FABP1 FABPL	127
O95750	FGF19 UNQ334/PRO533	216
P02771	AFP HPAFP	609
O75636	FCN3 FCNH HAKA1	299
P09038	FGF2 FGFB	288
Q6P587	FAHD1 C16orf36 YISKL	224
Q9NY12	GAR1 NOLA1	217
O14653	GOSR2 GS27	212
O15488	GYG2	501
Q12794	HYAL1 LUCA1	435
P29218	IMPA1 IMPA	277
P00995	SPINK1 PSTI	79
Q8N6C8	LILRA3 ILT6 LIR4	439
Q969G2	LHX4	390
O43148	RNMT KIAA0398	476
Q9NRX4	PHPT1 PHP14 CGI-202 HSPC141	125
P28069	POU1F1 GHF1 PIT1	291
Q01970	PLCB3	1234
O94906	PRPF6 C20orf14	941
P50897	PPT1 CLN1 PPT	306
Q92620	DHX38 DDX38 KIAA0224 PRP16	1227
Q9NRG1	PRTFDC1 HHGP	225
O60260	PRKN PARK2	465
P16471	PRLR	622
Q9HCS7	XAB2 HCNP KIAA1177 SYF1 PP3898	855
P01137	TGFB1 TGFB	390
Q13569	TDG	410
Q9H5Q4	TFB2M NS5ATP5	396
Q15654	TRIP6 OIP1	476
A0A584	TRBV11-2 TCRBV21S3A2N2T	115
P61077	UBE2D3 UBC5C UBCH5C	147
Q712K3	UBE2R2 CDC34B UBC3B	238
O95997	PTTG1 EAP1 PTTG TUTR1	202
O00232	PSMD12	456
Q15256	PTPRR ECPTP PTPRQ	657
Q9UBK2	PPARGC1A LEM6 PGC1 PGC1A PPARGC1	798
P36954	POLR2I	125
Q01973	ROR1 NTRKR1	937
P98171	ARHGAP4 KIAA0131 RGC1 RHOGAP4	946
Q9P2R6	RERE ARG ARP ATN1L KIAA0458	1566
O75818	RPP40 RNASEP1	363
O14802	POLR3A	1390
P08922	ROS1 MCF3 ROS	2347
Q9BYD3	MRPL4 CDABP0091 CGI-28	311
Q9NZE8	MRPL35 BM-007	188
Q9P0J6	MRPL36 BRIP1	103
Q6P161	MRPL54	138
P61247	RPS3A FTE1 MFTL	264
Q9H0W7	THAP2	228
Q6YHU6	THADA GITA KIAA1767	1953
P53999	SUB1 PC4 RPO2TC1	127
Q9UL52	TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461	423
Q5QJE6	DNTTIP2 ERBP TDIF2	756
Q9P2M4	TBC1D14 KIAA1322	693
Q9Y6G1	TMEM14A C6orf73 PTD011	99
P02585	TNNC2	160
O00220	TNFRSF10A APO2 DR4 TRAILR1	468
Q86VQ6	TXNRD3 TGR TRXR3	643
P04437	TRAV29DV5	119
Q5T9L3	WLS C1orf139 GPR177 UNQ85/PRO18667	541
Q9Y3S1	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13	2297
Q96ST2	IWS1 IWS1L	819
P26440	IVD	426
O00214	LGALS8	317
Q9BRT3	MIEN1 C17orf37 RDX12 XTP4	115
P22033	MMUT MUT	750
Q12879	GRIN2A NMDAR2A	1464
O95139	NDUFB6	128
Q9BYT8	NLN AGTBP KIAA1226	704
Q15080	NCF4 SH3PXD4	339
Q96PU5	NEDD4L KIAA0439 NEDL3	975
Q9BZ95	NSD3 WHSC1L1 DC28	1437
Q8WV22	NSMCE1 HSPC333 HSPC337	266
Q96AB6	NTAN1	310
P57740	NUP107	925
Q9H7Z3	NRDE2 C14orf102	1164
Q9Y5X4	NR2E3 PNR RNR	410
Q9UBT6	POLK DINB1	870
Q53GL0	PLEKHO1 CKIP1 OC120 HQ0024c	409
Q99633	PRPF18 HPRP18	342
P20061	TCN1 TC1	433
Q9NU19	TBC1D22B C6orf197	505
O43435	TBX1	398
Q5VWP2	TENT5C FAM46C	391
P28347	TEAD1 TCF13 TEF1	426
O60507	TPST1	370
P20333	TNFRSF1B TNFBR TNFR2	461
Q9BXR5	TLR10 UNQ315/PRO358	811
Q9NP84	TNFRSF12A FN14	129
Q5JTV8	TOR1AIP1 LAP1	583
Q86UE8	TLK2	772
P98066	TNFAIP6 TSG6	277
Q9NX07	TRNAU1AP SECP43 TRSPAP1	287
Q8NET8	TRPV3	790
Q8NB14	USP38 KIAA1891	1042
A0A0B4J274	TRAV20	112
P27169	PON1 PON	355
P21246	PTN HBNF1 NEGF1	168
Q9H1E1	RNASE7 UNQ2516/PRO6006	156
Q9H2W6	MRPL46 C15orf4 LIECG2	279
Q8N5N7	MRPL50	158
P23526	AHCY SAHH	432
P31639	SLC5A2 SGLT2	672
P0DJI8	SAA1	122
P51168	SCNN1B	640
P78345	RPP38	283
O00161	SNAP23	211
Q9Y5B9	SUPT16H FACT140 FACTP140	1047
P38935	IGHMBP2 SMBP2 SMUBP2	993
P60880	SNAP25 SNAP	206
Q12884	FAP	760
P62841	RPS15 RIG	145
Q9Y4G8	RAPGEF2 KIAA0313 NRAPGEP PDZGEF1	1499
P47736	RAP1GAP KIAA0474 RAP1GA1	663
Q96KN7	RPGRIP1	1286
P08708	RPS17 RPS17L	135
Q99469	STAC STAC1	402
Q9UHP3	USP25 USP21	1055
Q9NTI5	PDS5B APRIN AS3 KIAA0979	1447
P53611	RABGGTB GGTB	331
O43663	PRC1	620
Q92729	PTPRU FMI PCP2 PTPRO	1446
Q8WZ73	RFFL RNF189 RNF34L	363
Q13464	ROCK1	1354
Q9Y2Y1	POLR3K RPC11 My010	108
Q05823	RNASEL RNS4	741
Q9NRX2	MRPL17 LIP2	175
Q9BQ48	MRPL34	92
Q5JTZ9	AARS2 AARSL KIAA1270	985
Q8NFU7	TET1 CXXC6 KIAA1676 LCX	2136
Q9NZ01	TECR GPSN2 SC2	308
Q9NYB0	TERF2IP DRIP5 RAP1 PP8000	399
Q9Y4R8	TELO2 KIAA0683	837
Q8NFU3	TSTD1 KAT	115
Q8TBZ3	WDR20	569
P41587	VIPR2 VIP2R	438
O14980	XPO1 CRM1	1071
P19544	WT1	449
Q9UQB9	AURKC AIE2 AIK3 AIRK3 ARK3 STK13	309
P17927	CR1 C3BR	2039
P36776	LONP1 PRSS15	959
Q9BT23	LIMD2 SB143	127
Q9Y2G5	POFUT2 C21orf80 FUT13 KIAA0958	429
O14832	PHYH PAHX	338
P10451	SPP1 BNSP OPN PSEC0156	314
Q86V24	ADIPOR2 PAQR2	386
Q16821	PPP1R3A PP1G	1122
P61812	TGFB2	414
Q13888	GTF2H2 BTF2P44	395
Q92844	TANK ITRAF TRAF2	425
P17752	TPH1 TPH TPRH TRPH	444
Q9P0N9	TBC1D7 TBC7 HSPC239	293
Q99757	TXN2 TRX2	166
Q13114	TRAF3 CAP1 CRAF1	568
O94972	TRIM37 KIAA0898 MUL POB1	964
Q969M7	UBE2F NCE2	185
O95551	TDP2 EAP2 TTRAP AD-022	362
Q9Y4P8	WIPI2 CGI-50	454
Q14691	GINS1 KIAA0186 PSF1	196
O43566	RGS14	566
Q86UR5	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761	1692
P50914	RPL14	215
P46779	RPL28	137
P62917	RPL8	257
Q92834	RPGR RP3 XLRP3	1020
P62280	RPS11	158
O76094	SRP72	671
Q9UMX1	SUFU UNQ650/PRO1280	484
P52630	STAT2	851
Q07617	SPAG1	926
Q9UQ35	SRRM2 KIAA0324 SRL300 SRM300 HSPC075	2752
P62241	RPS8 OK/SW-cl.83	208
P62857	RPS28	69
P62273	RPS29	56
P62979	RPS27A UBA80 UBCEP1	156
Q8N300	SVBP CCDC23	66
O94782	USP1	785
P55854	SUMO3 SMT3A SMT3H1	103
P10636	MAPT MAPTL MTBT1 TAU	758
Q15554	TERF2 TRBF2 TRF2	542
Q96S82	UBL7 BMSCUBP SB132	380
O43516	WIPF1 WASPIP WIP	503
P56704	WNT3A	352
Q9H0M0	WWP1	922
Q9NYT0	PLEK2	353
Q16647	PTGIS CYP8 CYP8A1	500
O43586	PSTPIP1 CD2BP1	416
Q9Y248	GINS2 PSF2 CGI-122 DC5 HSPC037	185
P15151	PVR PVS	417
P31939	ATIC PURH OK/SW-cl.86	592
Q5T5U3	ARHGAP21 ARHGAP10 KIAA1424	1958
Q9H6W3	RIOX1 C14orf169 MAPJD NO66	641
Q96AT9	RPE HUSSY-17	228
Q96FQ6	S100A16 S100F AAG13	103
Q7LBE3	SLC26A9	791
Q96I99	SUCLG2	432
Q9Y5S1	TRPV2 VRL	764
Q8IYB3	SRRM1 SRM160	904
Q06330	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH	500
Q5VSL9	STRIP1 FAM40A KIAA1761	837
O60499	STX10 SYN10	249
P49458	SRP9	86
Q13188	STK3 KRS1 MST2	491
Q9Y3M8	STARD13 DLC2 GT650	1113
P54855	UGT2B15 UGT2B8	530
Q7L0J3	SV2A KIAA0736 PSEC0174	742
P55072	VCP	806
P17987	TCP1 CCT1 CCTA	556
P43378	PTPN9	593
Q2TAK8	PWWP3A EXPAND1 MUM1	710
P30566	ADSL AMPS	484
Q53QZ3	ARHGAP15 BM-024 BM-030 BM-046	475
P05451	REG1A PSPS PSPS1 REG	166
P62888	RPL30	115
Q969S9	GFM2 EFG2 MSTP027	779
Q9UHV5	RAPGEFL1	662
Q8NBT2	SPC24 SPBC24	197
P46782	RPS5	204
Q12962	TAF10 TAF2A TAF2H TAFII30	218
Q15542	TAF5 TAF2D	800
Q5T1C6	THEM4 CTMP	240
Q8NA31	TERB1 CCDC79	727
Q13107	USP4 UNP UNPH	963
O43396	TXNL1 TRP32 TXL TXNL	289
O95164	UBL3 PNSC1	117
Q9H7M9	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	311
O60481	ZIC3 ZNF203	467
P67775	PPP2CA	309
Q9UKL6	PCTP STARD2	214
Q12972	PPP1R8 ARD1 NIPP1	351
O43242	PSMD3	534
Q03393	PTS	145
Q13200	PSMD2 TRAP2	908
Q14671	PUM1 KIAA0099 PUMH1	1186
P61026	RAB10	200
Q14498	RBM39 HCC1 RNPC2	530
P13489	RNH1 PRI RNH	461
Q14690	PDCD11 KIAA0185	1871
P22105	TNXB HXBL TNX TNXB1 TNXB2 XB	4244
Q9H347	UBQLN3	655
Q6ZT98	TTLL7	887
P26368	U2AF2 U2AF65	475
A2RUC4	TYW5 C2orf60	315
Q8IY57	YAF2	180
Q8NCF5	NFATC2IP NIP45	419
O00746	NME4 NM23D	187
P78380	OLR1 CLEC8A LOX1	273
Q9BZ23	PANK2 C20orf48	570
Q9BXW6	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B	950
Q9UM07	PADI4 PAD4 PADI5 PDI5	663
P39656	DDOST KIAA0115 OST48 OK/SW-cl.45	456
Q96IZ0	PAWR PAR4	340
P18509	ADCYAP1	176
Q9UQ80	PA2G4 EBP1	394
Q9NR21	PARP11 C12orf6	338
Q9BYE7	PCGF6 MBLR RNF134	350
P08567	PLEK P47	350
Q00722	PLCB2	1185
Q9NRX1	PNO1	252
Q9UKJ0	PILRB FDFACT PP1551	227
P19174	PLCG1 PLC1	1290
Q9Y3A3	MOB4 MOB3 MOBKL3 PHOCN PREI3 CGI-95	225
P25787	PSMA2 HC3 PSC3	234
Q12923	PTPN13 PNP1 PTP1E PTPL1	2485
Q99952	PTPN18 BDP1	460
Q9BVA1	TUBB2B	445
Q86TI0	TBC1D1 KIAA1108	1168
O43763	TLX2 HOX11L1 NCX	284
Q13077	TRAF1 EBI6	416
A0A0B4J272	TRAV24	114
O60701	UGDH	494
Q9Y6W5	WASF2 WAVE2	498
O00401	WASL	505
P35968	KDR FLK1 VEGFR2	1356
P17948	FLT1 FLT FRT VEGFR1	1338
Q13769	THOC5 C22orf19 KIAA0983	683
Q10587	TEF KIAA1655	303
O14717	TRDMT1 DNMT2	391
Q9NR97	TLR8 UNQ249/PRO286	1041
Q9Y6Q6	TNFRSF11A RANK	616
Q9P0U1	TOMM7 TOM7 TOMM07 AD-014	55
Q15631	TSN	228
Q8NBS9	TXNDC5 TLP46 UNQ364/PRO700	432
Q9H1J5	WNT8A WNT8D	351
P61086	UBE2K HIP2 LIG	200
P62837	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B	147
Q7Z7E8	UBE2Q1 NICE5 UBE2Q PRO3094	422
Q8IYN6	UBALD2 FAM100B	164
Q9GZZ9	UBA5 UBE1DC1	404
Q92995	USP13 ISOT3	863
Q96RL1	UIMC1 RAP80 RXRIP110	719
Q8IX04	UEVLD UEV3	471
P98170	XIAP API3 BIRC4 IAP3	497
Q9Y6X8	ZHX2 AFR1 KIAA0854 RAF	837
P07947	YES1 YES	543
Q8NHY6	ZFP28 KIAA1431	868
P17041	ZNF32 KOX30	273
P40126	DCT TYRP2	519
P17480	UBTF UBF UBF1	764
O00488	ZNF593 ZT86	134
O60281	ZNF292 KIAA0530	2723
Q15819	UBE2V2 MMS2 UEV2	145
Q16763	UBE2S E2EPF OK/SW-cl.73	222
P62068	USP46	366
O43914	TYROBP DAP12 KARAP	113
Q14679	TTLL4 KIAA0173	1199
Q8IWV7	UBR1	1749
Q9Y279	VSIG4 CRIg Z39IG UNQ317/PRO362	399
Q9H6Y2	WDR55	383
P98155	VLDLR	873
O95218	ZRANB2 ZIS ZNF265	330
O00755	WNT7A	349
Q9P1W9	PIM2	311
Q01860	POU5F1 OCT3 OCT4 OTF3	360
P35998	PSMC2 MSS1	433
Q96S44	TP53RK C20orf64 PRPK	253
P53816	PLAAT3 HRASLS3 HREV107 PLA2G16	162
P25786	PSMA1 HC2 NU PROS30 PSC2	263
P62333	PSMC6 SUG2	389
Q86TM6	SYVN1 HRD1 KIAA1810	617
Q07654	TFF3 ITF TFI	80
Q5TAX3	TUT4 KIAA0191 ZCCHC11	1644
Q13404	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19	147
Q06418	TYRO3 BYK DTK RSE SKY TIF	890
P49459	UBE2A RAD6A	152
P10074	ZBTB48 HKR3 TZAP ZNF855	688
Q5VYS8	TUT7 HS2 KIAA1711 ZCCHC6	1495
O95497	VNN1	513
P37275	ZEB1 AREB6 TCF8	1124
Q8IWU4	SLC30A8 ZNT8	369
P49368	CCT3 CCTG TRIC5	545
P52655	GTF2A1 TF2A1	376
Q86WV5	TEN1 C17orf106	123
Q8NHX9	TPCN2 TPC2	752
Q02223	TNFRSF17 BCM BCMA	184
P36941	LTBR D12S370 TNFCR TNFR3 TNFRSF3	435
Q13049	TRIM32 HT2A	653
Q8WV44	TRIM41 RINCK	630
Q9BUZ4	TRAF4 CART1 MLN62 RNF83	470
Q9H8W5	TRIM45 RNF99	580
O75663	TIPRL	272
P18887	XRCC1	633
Q02763	TEK TIE2 VMCM VMCM1	1124
P12956	XRCC6 G22P1	609
Q9Y3C4	TPRKB CGI-121 My019	175
Q16881	TXNRD1 GRIM12 KDRF	649
Q15672	TWIST1 BHLHA38 TWIST	202
Q15650	TRIP4 RQT4	581
Q9NTW7	ZFP64 ZNF338	645
O75351	VPS4B SKD1 VPS42 MIG1	444
O15213	WDR46 BING4 C6orf11 FP221	610
Q01831	XPC XPCC	940
Q86Y07	VRK2	508
Q504Y3	ZCWPW2	356
P15822	HIVEP1 ZNF40	2718
P45974	USP5 ISOT	858
P17643	TYRP1 CAS2 TYRP TYRRP	537
P47985	UQCRFS1	274
P15692	VEGFA VEGF	232
P49765	VEGFB VRF	207
Q9BV40	VAMP8	100
Q9GZL7	WDR12	423
P47992	XCL1 LTN SCYC1	114
Q6N021	TET2 KIAA1546 Nbla00191	2002
Q14186	TFDP1 DP1	410
Q9BZL1	UBL5	73
P30291	WEE1	646
A4UGR9	XIRP2 CMYA3	3374
Q15061	WDR43 KIAA0007 UTP5	677
Q99959	PKP2	881
Q9UHV8	LGALS13 PLAC8	139
Q03431	PTH1R PTHR PTHR1	593
Q15678	PTPN14 PEZ PTPD2	1187
Q16827	PTPRO GLEPP1 PTPU2	1216
P42765	ACAA2	397
P56703	WNT3 INT4	355
Q96S55	WRNIP1 WHIP	665
Q8IUH5	ZDHHC17 HIP14 HIP3 HYPH KIAA0946 HSPC294	632
P22102	GART PGFT PRGS	1010
P26045	PTPN3 PTPH1	913
Q9NQV7	PRDM9 PFM6	894
P20062	TCN2 TC2	427
Q8TBC4	UBA3 UBE1C	463
P05452	CLEC3B TNA	202
P23258	TUBG1 TUBG	451
Q70CQ3	USP30	517
P46937	YAP1 YAP65	504
Q9H313	TTYH1	450
O75317	USP12 UBH1 USP12L1	370
O43314	PPIP5K2 HISPPD1 KIAA0433 VIP2	1243
Q13162	PRDX4	271
P62937	PPIA CYPA	165
P20472	PVALB	110
Q9UL46	PSME2	239
P40818	USP8 KIAA0055 UBPY	1118
Q6UW63	POGLUT2 EP58 KDELC1 UNQ1910/PRO4357	502
O60828	PQBP1 NPW38 JM26	265
Q9H2H8	PPIL3	161
P11498	PC	1178
Q08999	RBL2 RB2	1139
P35251	RFC1 RFC140	1148
P40938	RFC3	356
Q6WKZ4	RAB11FIP1 RCP	1283
O14924	RGS12	1447
O60673	REV3L POLZ REV3	3130
Q07960	ARHGAP1 CDC42GAP RHOGAP1	439
Q969G6	RFK	155
Q9H1D9	POLR3F	316
O75154	RAB11FIP3 ARFO1 KIAA0665	756
Q2KHR2	RFX7 RFXDC2	1363
Q9NRY4	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	1499
P17081	RHOQ ARHQ RASL7A TC10	205
Q9Y285	FARSA FARS FARSL FARSLA	508
Q9BZV1	UBXN6 UBXD1 UBXDC2	441
G2XKQ0	SUMO1P1 SUMO5 UBL2 UBL6	101
A0PK00	TMEM120B	339
P13693	TPT1	172
P04155	TFF1 BCEI PS2	84
Q9NZ09	UBAP1 NAG20	502
Q96LW4	PRIMPOL CCDC111	560
P11686	SFTPC SFTP2	197
P62745	RHOB ARH6 ARHB	196
P46778	RPL21	160
Q8N0Z6	TTC5	440
P10600	TGFB3	412
P29597	TYK2	1187
O95983	MBD3	291
P61626	LYZ LZM	148
Q13477	MADCAM1	382
O95711	LY86 MD1	162
Q8NHW3	MAFA	353
P12273	PIP GCDFP15 GPIP4	146
Q15149	PLEC PLEC1	4684
P07737	PFN1	140
Q9Y2R2	PTPN22 PTPN8	807
P28827	PTPRM PTPRL1	1452
Q5JS54	PSMG4 C6orf86 PAC4	123
P11216	PYGB	843
Q9UH65	SWAP70 KIAA0640 HSPC321	585
Q13526	PIN1	163
P35080	PFN2	140
P10619	CTSA PPGB	480
Q16514	TAF12 TAF15 TAF2J TAFII20	161
